Complex_Sentence_ID,Annotated_Triples
CS483,"(It; is; natural swampy valley),(natural swampy valley; is; It),(It; has; swampy valley),(swampy valley; has; It),(site; has; moraine hills),(Braided river; is typical of; It),(Michael Levin; is; a Tufts biologist)"
CS484,"(He; will lead; the center),(His; focus on; communications between cells),(He; will study; causation of birth defects),(He; will study; cancer),(He; will study; traumatic injuries),(He; will study; degenerative diseases),(District; created; 2000)"
CS485,"(It; balance; Republicans),(It; balance; Democrats),(Democratic majority; has; slight),(The district; was created; after the 2000 census)"
CS486,"(Registered Republicans; balance; Democrats),(registration; has gained; Democratic Advantage),(2000 census; create; district)"
CS487,"(Republicans; balance; Democrats),(It; has gained; Democratic advantage),(Democratic; advantage of ; It),(June; wears; blue jeans),(June; wears; green shirt)"
CS488,"(green shirt; has; her symbol),(shirt; exposes; lower belly and navel),(June; wears; her hair back),(June; wears; blue jeans),(June; wears; green shirt),(June; Wear; Different Clothing),(June; Go To Bed; Different Clothing),(The second case; is; nurse),(case; in; Mali),(second case; was; nurse)"
CS489,"(Nurse; treated; Imam),(The doctor; treated; Imam),(The doctor; be; third case),(A nurse; treated; Imam),(Imam; treated by; A nurse),(Imam; treated in; second case),(Second case; happened in; Mali)"
CS490,"(Imam; treated by; Doctor),(Doctor; was; third case in Mali),(Nurse; Be; Second case),(Nurse; Be in; Mali)"
CS491,"(doctor; be; third case in Mali),(Nurse; treated; Imam),(The doctor; treated; Imam),(The laser chip; is mounted on; thermoelectric cooler)"
CS492,"(package; temperature adjust; fine tune wavelength),(Telecommunication lasers; use; wavelength control),(A thermoelectric cooler; stabilizes; temperature),(Temperature; be adjusted; Small),(Leslie Lemke; was born; Milwaukee; Wisconsin)"
CS493,"(Leslie Lemke; born; prematurely),(Leslie Lemke; have; glaucoma),(Leslie Lemke; have; cerebral palsy),(Leslie Lemke; have; brain damage),(Leslie Lemke; was born; prematurely),(Leslie Lemke; was born in; Milwaukee; Wisconsin)"
CS494,"(Leslie Lemke; had; glaucoma),(Leslie Lemke; had; cerebral palsy),(Leslie Lemke; had; brain damage),(Leslie Lemke; was born; prematurely),(Leslie Lemke; was born; in Milwaukee),(Leslie Lemke; was born; in Wisconsin)"
CS495,"(Leslie Lemke; have; glaucoma),(Leslie Lemke; have; cerebral palsy),(Leslie Lemke; have; brain damage),(She; born in; Honolulu; Hawaii)"
CS496,"(She; is a graduate of; Sarah Lawrence College),(Benjamin; used; GI Bill benefits)"
CS497,"(He; went back to; school),(school; at; Lake Washington Institute of Technology),(Lake Washington Institute of Technology; in; Redmond),(He; graduated with; Associate of Science degree in Engineering Graphics),(He; graduated in; June 2003),(Benjamin; use; GI Bill benefits)"
CS498,"(He; go back; school),(He; attend; Lake Washington Institute of Technology),(He; graduated with; Associate of Science degree in Engineering Graphics),(His; graduate; June 2003),(He; graduate in; June 2003),(1856 United States presidential election; be; 18th quadrennial election)"
CS499,"(event; held on; 4 November 1856),(United States; held; presidential election),(presidential election; held in; 1856)"
CS500,"(Presidential Election; was; 18th quadrennial),(Election; take place on; 4 November 1856),(18th quadrennial presidential election; held; 4 November 1856)"
CS501,"((The United States; held; presidential election of 1856),(presidential election of 1856; held in; November),(The election of 1856; took place; on November 4),(The election of 1856; occurred in; U.S.),(Hydrogen; can be extracted; helium),(Helium; can be extracted; Hydrogen)"
CS502,"(fusion reactor fuel; could be used as; these elements),(They; can; assemble),(They; can; smaller stars),(This; improve; efficiency),(Their; improve; efficiency),(Glenn Bell; is; professional rugby league footballer)"
CS503,"(He; played; 1980s),(He; played; 1990s),(He; represented; Scotland),(He; representative level; Scotland),(He; played for; Featherstone Rovers),(He; played for; Dewsbury Rams),(He; played for; Doncaster),(He; not awarded; Best Actor of the Year)"
CS504,"(Nigar Award Jury; prevented; him),(Favoritism; prevented; him),(Jessica; reprimanded; Mike)"
CS505,"(Daniel; have; affair),(Person; Embezzle; Money),(Jessica; reprimanded; Mike),(Mike; reprimanded by; Jessica)"
CS506,"(Daniel; have; affair),(Person; embezzled; money),(Money; pay for; affair),(Jessica; reprimanded; Mike),(Mike; reprimanded loudly; Jessica)"
CS507,"(Daniel; had; affair),(Money; is; embezzled),(Kelley; specialized in; field of child abuse),(Kelley; specialized in; 1979),(field of child abuse; specialized in; Kelley)"
CS508,"(Kelley; has appeared as; a featured expert on child abuse),(Kelley; is; an expert on child abuse),(national programs; features; Kelley),(Kelley; be featured on; The Today Show),(Kelley; be featured on; NBC Evening News),(Kelley; be featured on; CBS Morning News),(Kelley; be an expert on; Child Abuse),(Percy; is twin of; Barton Grimes),(Percy; is brother of; Barton Grimes)"
CS509,"(twins; found; Brothers Grimm mannikins),(They; decided; to try the costumes on),(Middleton on the Hill; is; village),(village; in; England)"
CS510,"(It; located in; north east Herefordshire),(village; near; border),(village; near; Worcestershire),(Middleton on the Hill; is; village),(Middleton on the Hill; located in; England)"
CS511,"(It; is located near; border),(border; is between; Herefordshire),(border; is between; Worcestershire),(Village; located in; North East Herefordshire),(Middleton on the Hill; is; village),(village; in; England)"
CS512,"(It; is located in; north east Herefordshire),(It; is near; border),(border; with; Worcestershire),(Bath Stone; has been used as; building material),(southern England; has been used to build; building material)"
CS513,"(Churches; have been built with; Bath Stone),(Houses; have been built with; Bath Stone),(Railway stations; have been built with; Bath Stone),(Bath Stone; has been used; extensively in the region),(Bath Stone; has been used in; construction in Southern England),(Southern England; has been used with; Bath Stone)"
CS514,"(Bath Stone; has been used to build; churches),(Bath Stone; has been used to build; homes),(Bath Stone; has been used to build; public infrastructure),(public infrastructure; has been constructed with; Bath Stone),(railway stations; have been constructed with; Bath Stone),(Walnut Valley Unified School District; is located in; Greater Los Angeles Area)"
CS515,"(City of Walnut; serves; parts),(City of Diamond Bar; serves; parts),(Walnut Valley Unified School District; located in; Greater Los Angeles Area)"
CS516,"(City of Walnut; serves parts of; City of Diamond Bar),(City of Walnut; parts of; City of Diamond Bar),(City of Diamond Bar; parts of; City of Walnut),(Nevada City Downtown Historic District; is in; Nevada City; California),(Nevada City; is city of; California)"
CS517," (Nevada City Downtown Historic District; was listed; on the National Register of Historic Places),(Nevada City Downtown Historic District; registered in; 1985),(The Nevada City Downtown Historic District; is in; California)"
CS518," (The Nevada City Downtown Historic District; listed on; National Register of Historic Places),(The Nevada City Downtown Historic District; registered in; 1985),(Nevada City; has; historic district),(The Nevada City Downtown Historic District; is; National Register of Historic Places),(National Register of Historic Places; is; The Nevada City Downtown Historic District),(TransLink; owns; new bridge)"
CS519,"(bridge; span; one kilometre),(Its; has clearance of; 40 metres),(construction work; create; 13 kilometres of new road),(TransLink; own; bridge)"
CS520,"(Bridge; span; 1 kilometre),(bridge; have; clearance of 40 metres),(new bridge; create; 13 kilometres of new road),(bridge; create; 13 kilometres of new road),(road; created by; new bridge),(Avon Products Inc; founded; David H. McConnell),(David H. McConnell; founded; Avon Products Inc),(1886; founded; Avon Products Inc)"
CS521,"(Avon; is; direct selling company),(Avon; specializes in; beauty),(Avon; specializes in; household),(Avon; specializes in; personal care categories),(Julio Javier Marchant; is; Footballer)"
CS522,"(He; plays for; CD Nacional),(He; is from; Santiago del Estero),(He; is from; Argentina),(He; started; property development business)"
CS523,"(He; worked; commentator),(He; worked; motor sport),(commentator; on; motor sport),(He; worked with; Darrell Eastlake),(He; moved; TV coverage of the motorcycle Grand Prix series),(Darrell Eastlake; worked at; SBS TV and the Nine Network),(TV coverage of the motorcycle Grand Prix series; moved to; Network Ten),(He; had; property development business)"
CS524,"(He; be; commentator),(commentator; commentate; motor sport),(He; worked for; SBS TV),(He; worked for; Nine Network),(He; worked with; Darrell Eastlake),(Network Ten; moved; TV coverage of the motorcycle Grand Prix series),(Burckle Crater; likely; large scale comet or meteorite impact event)"
CS525,"(Burckle Crater; located; between Madagascar and Western Australia),(Burckle Crater; located; in southern Indian Ocean),(She; was inspired by; vignettes)"
CS526,"(she; appear; stage),(She; performed; song),(She; performed; fans),(She; appears; on stage),(She; after; the curtain lifts)"
CS527,"(She; greeted; hundreds of fans),(She; performs; rest of song),(She; was seemingly inspired by; vignettes),(She; was inspired by; the vignettes),(He; succeeded; Pope John XXIII)"
CS528,"(He; continued; Second Vatican Council),(He; improved; ecumenical relations),(He; improved; Orthodox),(He; improved; Protestants),(Agreements; led to; meetings),(Meetings; result of; agreements),(He; continued; Second Vatican Council)"
CS529,"(He; fostered; improved ecumenical relations),(many historic meetings; result in; agreements),(Guy Mathez; is; Swiss football manager)"
CS530,"(He; is from; Canton of Jura),(Gordon Brown; announced; plans for privatisation),(2006 Budget; announced; plans for privatisation)"
CS531,"(It; remain; statutory corporation),(statutory corporation; until; sale),(Character; debut; 7 January 2010)"
CS532,"(character; left; programme),(character; left; 8 March 201),(a soldier; has fought; in many battles)"
CS533,"(He; is; beggar),(He; asking; two shillings),(He; has returned; home),(He; has returned; England),(he; should look kindly upon; man),(man; is being asked by; he),(The ballad; tells; his story),(soldier; fought; battles),(soldier; has; fought)"
CS534,"(soldier; is; beggar),(He; ask; two shillings),(He; wants; man),(man; be kind to; him),(Cloud; had; 187 assists),(Cloud; in; single season)"
CS535,"(She; end; career),(She; have; 163 rebounds),(She; have; 50 steals),(Cloud; led; A10),(A10; assists; 187)"
CS536,"(Cloud; finished; career),(Cloud; had; 163 rebounds),(Cloud; had; 50 steals),(Cloud; led; A10),(Cloud; had; 187 assists)"
CS537,"(She; finished; career),(She; had; 163 rebounds),(She; had; 50 steals),(Cloud; set; single season record for assists in the A10),(Cloud; set; 187),(She; have; 163 rebounds),(She; have; 50 steals),(163 rebounds; belong to; She),(50 steals; belong to; She),(Individuals; should not show; soft submissive temperaments),(Individuals; be; mentally and emotionally sound)"
CS538," (Individuals; show; behavior),(Proper Training; cause; individuals),(Mentally sound people; should not display; submissive behaviour),(People; should be; mentally sound),(Submissive behaviour; should not be displayed by; mentally sound people)"
CS539,"(Individuals; are emotionally secure; No),(Individuals; show lap dog characteristics; No),(Proper training; can lead to; exhibiting this behaviour),(Wild Child; aided; plan)"
CS540,"(Logan; be meant to be dropped into; molten steel),(Wild Child; preparing; finish the job),(Omega Red; interrupted; Wild Child),( Most routes; are operated by; Lothian Buses )"
CS541,"(These; operate on; arterial routes),( They; do not serve; city),(Most routes; operated by; Lothian Buses),(Edinburgh; operated by; Lothian Buses)"
CS542,"(These; operate on; arterial routes),(Heirs; died; Male)"
CS543,"(Other family lines; do; exist),(He; has; daughters),(daughters; have; heirs),(His male heirs; not have; descendants),(His male heirs; have; no descendants)"
CS544,"(his daughters; survive; heirs),(His male heirs; have; no children)"
CS545,"(family lines; do; exist),(His; have; heirs),(Kahler family; lived in; Elioak),(Miller family; lived in; Elioak),(Worthington family; lived in; Elioak),(Elioak; used; no longer)"
CS546,"(Tyson; dominated; fight),(Tyson; extended; fight),(Fight; lasted; Round 5)"
CS547,"(Tyson; attacked; Bruno),(Bruno; attacked by; Tyson),(Tyson; attacked with; powerful combinations),(round; last; minute),(Tyson; dominate; continues),(Tyson; dominated; fight),(Tyson; lasted; round 5)"
CS548,"(Tyson; attacked; Bruno),(Bruno; attacked by; Tyson),(Tyson; attacked with; powerful combinations),(Round; Lasted for; 1 Minute),(Tyson; continued to attack; Bruno),(Tyson; dominate; fight),(fight; into; round 5)"
CS549,"(Tyson; attacked; Bruno),(Tyson; used; powerful combinations),(Round; have; 1 minute left),(Tyson; attack; Bruno),(There; have; dozens of puzzles),(Dozens of puzzles; to be; solved)"
CS550," (These puzzles; open; 50 locked doors),(50 locked doors; be opened by; These puzzles),(Puzzles; need to be solved; All),(This; is; the only way),(the only way; to find; a way off the island),(There; are; dozens of puzzles),(Dozens; of; puzzles)"
CS551,"(doors; locked; 50),(All; must solve; puzzles),(finding; requires; solving puzzles),(David; grew up in; Hazel Crest; Illinois)"
CS552,"(He; studied; anthropology),(He; studied at; University of Iowa),(He; attended; Army ROTC scholarship),(He; graduated; Distinguished Military Graduate),(He; graduated; BA in 1992),(Most people; are working for; government),(Most people; are going; overseas)"
CS553,"(People; no longer dependent on; farming),(People; deriving income from; farming),(People; cultivate; land),(People; cultivate; food),(Most people; work for; government),(Most people; go; overseas)"
CS554,"(Dependence on farming; has reduced; income),(People; cultivate; land),(People; cultivate; food),(Many people; traveling to; Middle East),(Many people; traveling to; Europe),(breeding pair; displays; dominance behaviors)"
CS555,"(behavior; act; correction),(behavior; act; punishment),(The breeding pair; is not reinforced; dominance),(Breeding Pair; Show; Dominance Behaviors)"
CS556,"(behavior; do not act as; corrections),(behavior; do not act as; punishments),(They; not reinforcing; dominance of breeding pair),(breeding pair; shows; dominance behaviors),(pack; shows; dominance behaviors)"
CS557,"(Dominance behaviors; serve as; behavioral correction or punishment),(breeding pair; reinforce; dominance behaviors),(Operation; Failed; Objectives)"
CS558,"(49th Division; attacked; southwards),(49th Division; until; 1 July),(49th Division; saw off; strong attack by Das Reich),(49th Division; saw off; 1 July),(He; aims; bridging traditional Islamic beliefs and modern poetic techniques)"
CS559,"(He; is; a pioneer of Turkish literature),(He; is; a pioneer of Turkish literature)"
CS560,"(He; aims at; bridging traditional Islamic beliefs and modern poetic techniques),(He; guided; Palermo),(He; place; sixth),(Palermo; place; sixth),(Serie A campaign; place; sixth)"
CS561,"(Palermo; earn; UEFA Cup qualification),(UEFA Cup qualification; earn by; Palermo),(He; chose to leave; Palermo),(He; left at the end of; season),(He; guided; Palermo),(Palermo; finished; sixth),(sixth; in; Serie A campaign)"
CS562,"(they; earned; UEFA Cup qualification),(UEFA Cup qualification; was; first ever),(He; opted to leave; club),(club; opted to be left by; He),(He; guided; Palermo),(Palermo; ranked; sixth),(Serie A; campaign; sixth)"
CS563,"(Them; Earned; UEFA Cup Qualification),(He; chose; to leave the club at the end of the season),(The ore; was processed by; a crusher)"
CS564,"(Gullverket; constructed; Homes),(Gullverket; constructed; managers),(Gullverket; constructed; workers),(Gullverket; processed; ore),(A large crusher; processed; ore)"
CS565,"(Houses; built for; managers and workers),(Pluto; has written; 20 books)"
CS566,"(Pluto; graduate from; Benedictine High School),(Benedictine High School; located in; Cleveland Ohio),(Pluto; author of; over 20 books)"
CS567,"(Pluto; graduate of; Benedictine High School),(Benedictine High School; location of; Cleveland Ohio),(Mohamed A. Omaar; born; Hargeisa),(Mohamed A. Omaar; born on; 1st July 1953)"
CS568,"(Abdullahi Omaar; be; famous father),(Abdullahi Omaar; have; Mohamed A. Omaar),(Mohamed A. Omaar; are younger brothers of; Raqiya Omaar),(Mohamed A. Omaar; are younger brothers of; Rageh Omaar),(Abdullahi Omaar; is; businessman),(Raqiya Omaar; is; advocate for human rights),(Rageh Omaar; is; journalist),( Mohamed A. Omaar ; born in; Hargaisa ),( Mohamed A. Omaar ; born on ; 1st of July 1953 )"
CS569,"(Abdullahi Omaar; is father to; Mohamed),(Abdullahi Omaar; is father to; Raqiya Omaar),(Abdullahi Omaar; is father to; Rageh Omaar),(Abdullahi Omaar; is; a famous elder),(Abdullahi Omaar; is; businessman),(Raqiya Omaar; Advocate for; Human Rights),(Rageh Omaar; is; famous journalist),(GSP; should be docked; after the caudal vertebrae start to curl)"
CS570,"(dog; fart; angle),(tail; should not be curled; underneath),(GSP; should be docked; after the caudal vertebrae start to curl)"
CS571,"(dog; fart; angle),(tail; should not be curled under; ),(Duncan; appointed; NDP critic on the Environment),(Duncan; appointed during; 40th Canadian Parliament)"
CS572,"(Duncan; sat; as a member of the Standing Committee on Environment and Sustainable Development),(Duncan; appointed; NDP critic on Environment),(NDP critic on Environment; appointed during; 40th Canadian Parliament)"
CS573,"(Duncan; sat; Standing Committee on Environment and Sustainable Development),(Duncan; appointed as; NDP critic on the Environment)"
CS574,"(He; sat; Standing Committee on Environment and Sustainable Development),(40th Canadian Parliament; took place during; The appointment),(She; tried to kill; Susan Storm)"
CS575,"(Namor; saved; Susan Storm),(He; took; her),(He; took; hospital),(her; taken; hospital),(Namor; be in love with; Susan Storm),(This Sitio; is the largest community of; Bagong Silangan)"
CS576,"(Feast Day; has; separate celebration),(Patron; has; separate celebration),(Fort Rosecrans National Cemetery; is located in ; San Diego; CA)"
CS577,"(Fort Rosecrans Military Reservation; is located on; It),(Naval Base Point Loma; known as; Today),(Hoppe; was captured by; British),(British; captured; Hoppe),(Hoppe; was captured in; April 1946)"
CS578,"(He; sent to; Camp 165),(He; sent to; Watten),(He; sent to; Scotland),(He; sent in; August 1947),(He; stayed at; Camp 165),(He; stayed until; January 1948),(He; sent; P.O.W camp),(P.O.W camp; in; Saxony),(The camp; was in; British zone of occupation),(The camp; was in; West Germany),(Many universities; offer; degrees in actuarial science),(Degrees; in; actuarial science)"
CS579,"(programs; have; specialized coursework schedules),(students; prepare for; actuarial exams),(exam preparation courses; prepare; students),(Programs; include; Insurance industry preparation),(Social democracy; emerged in; late 19th century),(Social democracy; emerged in; early 20th century)"
CS580,"(Supporters of Marxism; believed in; socialist society through democratic means),(Supporters of Marxism; have; belief for a socialist society through democratic means),(Marxism; would create; socialist society through democratic means),(transition; be achieved; without revolution),(The; achieve; revolution),(Social Democracy; is; political ideology)"
CS581,"(Early 20th century; emergance of; Social Democracy),(Supporters of Marxism; believes; socialism can be achieved through democratic means),(Supporters of Marxism; believe; democratic means can achieve socialism),(process; seen as; evolutionary),(Train; reverse; terminal station)"
CS582,"(train; may not continue; straight line),(train; go through; station),(train; continue; journey),(train; call; terminal station),(The train; must reverse; out of the terminal station)"
CS583,"(train; may not continue; straight line),(train; continue; station),(train; continue; journey),(train; call; terminal station),(Santos; use; DNA),(Cabo Valdivia; use; DNA)"
CS584,"(They; aim to revive; population),(Peyote; needs to be; defeated),(They; want; to start the infection),(The mission; is to save; world),(We; aim to; save the world),(Santos; use; DNA),(Cabo Valdivia; use; DNA)"
CS585,"(They; aim to; revive the population),(They; want to defeat; Peyote),(They; begin; infection),(They; save; world),(He; be part of; Operation Cerberus)"
CS586,"(A US Navy Special Amphibious Reconnaissance Corpsman; was; involved),(He; be part of; Operation Cerberus)"
CS587,"(Operation Cerberus; was; Castle),(He; served with; former US Navy Special Amphibious Reconnaissance Corpsman),(He; part of; Operation Cerberus)"
CS588,"(Castle; part of; operation),(A US Navy Special Amphibious Reconnaissance Corpsman; be involved; ),(He; involved in; mission),(Flashback; revealed; involvement),(They; contacted by; Ner Yisrael Yeshivah),(They; living in; America)"
CS589,"(him; sent; Jerusalem),(his family; sent; Jerusalem),(He; learned; Yeshivah Ohr Somayach in Jerusalem),(They; contacted by; Ner Yisrael Yeshivah in Baltimore),(Ner Yisrael Yeshivah in Baltimore; contacted; They),(They; living in; America)"
CS590,"(he; be sent; to Jerusalem),(his family; be sent; to Jerusalem),(In Jerusalem; learn; Yeshivah Ohr Somayach),(He; learned; Yeshivah Ohr Somayach),(He; learned; for a number of years),(Yeshivah Ohr Somayach; teach; He),(house; build; 1806)"
CS591,"(Asher Benjamin; built; house),(Asher Benjamin; built; 1806).(house; added; National Historic Register),(house; added to; 1966),(Baramati; be an airport; domestic)"
CS592,"(Baramati; has been extended; runway),(runway; is located in; Baramati),(Baramati; become; major regional airport),(Baramati; accommodate; large aircraft),(Baramati; be considered; future domestic airport)"
CS593,"(Baramati; has; extended runway),(runway; extended for; larger aircraft),(Baramati; accommodate; larger aircraft),(Baramati; is; future domestic airport)"
CS594,"(runway; accommodate; larger aircraft),(Baramati; consider; a regional future domestic airport),(a regional future domestic airport; be; Baramati),(Baramati; has been extended; length),(Larger aircraft; can land; extended runway of Baramati),(Larger aircraft; have capability to land; extended runway of Baramati),(Chopra; born in; Jamshedpur)"
CS595,"(her parents; ar; physicians),(physicians; are in; Indian Army),(Family; moved; frequently),(Childhood; impacted by; moving),(She; considers; Bareilly),(She; real home; Bareilly),(Konkani people; prepare; patolyos),(second Sunday; of; Shravan)"
CS596,"(Konkani people; prepare; patolyos),(Konkani people; celebrate; Nag Panchami),(patolyos; prepared on; Nag Panchami),(Konkani people; prepare; patolyos),(Hartalika; eve of; Ganesh Chaturthi),(It; be made of; grated coconut),(It; be made of; rice),(It; be made of; jaggery),(It; is cooked by; wrapping),(It; is cooked by; steaming),(It; is cooked by; turmeric leaves),(Konkani people; prepare; patolyos),(patolyos; prepared on; second Sunday of Shravan)"
CS597,"(Patolyos; made of; grated coconut),(Patolyos; made of; rice),(Patolyos; made of; jaggery),(They; are cooked by; wrapping and steaming in turmeric leaves),(Nag Panchami; is; also a day),(Patolyos; are prepared; Nag Panchami),(Hartalika; is; the eve of Ganesh Chaturthi),(Hartalika; when patolyos are made; is another day ),(He; invented; Soft metric ribbon),(Soft metric ribbon; invented in; 1847)"
CS598,"(He; took; Esmod internationally),(He; publishing; cutting methods books),(His cutting methods books; were published; in German and English),(In; invent; soft metric ribbon)"
CS599,"(He; took; Esmod),(He; publishing; cutting methods books),(He; published; books),(books; published in; German),(books; published in; English),(He; was released; Hamburg Opera),(He; was hired; Hamburg Opera)"
CS600,"(he; gained; experience),(he; be hired; Wiesbaden),(experience; gained; two years),(Xuanhan County; is from; Sichuan)"
CS601,"(Qilixia; named after; town),(Jenny; dropped out of; course)"
CS602,"(She; started; affair),(She; started; Robert Weston),(affair; started; She),(affair; started; Robert Weston),(Robert Weston; was; married),(Jenny; moved in with; Robert Weston),(A Torricellian chamber; is a; cave chamber),(A Torricellian chamber; is full of; water),(A Torricellian chamber; has pressure; less than atmospheric pressure)"
CS603,"(water; drops; level),(water; prevents; air),(Cave diving; involves; caves),(Caves; have; water),(Water; at; less than atmospheric pressure),(A Torricellian chamber; is formed; when water has no access to air),(Water; has no access to; air),(A Torricellian chamber; is formed; when water levels drop)"
CS604,"(Cave chamber; filled with; water),(Cave chamber; at pressure of; less than atmospheric pressure),(chamber; have; no air),(air; cannot; get into chamber),(Torricellian chamber; is known as; In cave diving),(In cave diving; is known for; Torricellian chamber),(A Torricellian chamber; is; a cave chamber),(A Torricellian chamber; has; water),(A Torricellian chamber; has; lower pressure than the atmosphere)"
CS605,"(Water; create; Torricellian chamber),(Water levels; dropping; create),(Torricellian Chamber; have; no air),(Cave diving; require; entering a Torricellian chamber),(Pu; borrows; folk tradition)"
CS606,"(Pu; puts; captivating stories),(captivating stories; to; paper),(Reality; blurred from; Odd),(Odd; blurred from; Reality),(The Kintetsu Buffaloes; signed; an American player)"
CS607,"(Glenn Mickens; played; minor leagues in 1958),(Ron Bottler; played; minor leagues in 1958),(Kintetsu Buffaloes; signed; Glenn Mickens),(Kintetsu Buffaloes; signed; Ron Bottler),(Glenn Mickens; signed for; 1959 season),(Ron Bottler; signed for; 1959 season),(Pugh; born; British West Indies)"
CS608,"(His; father; Wesleyan minister),(He; came to; Brisbane),(He; came from; London),(He; arrived in; 1855),(Pugh; was born in; British West Indies)"
CS609,"(He; be; son of Wesleyan minister),(He; came to; Brisbane),(He; came from; London),(He; came in; 1855),(Pugh; born in; British West Indies)"
CS610,"(He; was; son of a Wesleyan minister),(He; son of; Wesleyan minister),(He; moved; Brisbane),(He; from; London),(He; in; 1855),(Hyder; suffer; torn Achilles),(Lions; have; first 2017 preseason game)"
CS611,"(Hyder; ended; 2017 season),(Hyder; due to; torn Achilles),(Hyder; suffered; torn Achilles),(Lions; first 2017 preseason game; torn Achilles)"
CS612,"(His; end; 2017 season),(Bulmerhe Court; belonged to; Abbey of Reading)"
CS613,"(Henry Addington; became home of; Viscount Sidmouth and Prime Minister),(Henry Addington; be Prime Minister in; 18th century),(Viscount Sidmouth; become home of; Henry Addington),(Bulmerhe Court; belonged to; Abbey of Reading)"
CS614,"(Henry Addington; became the home of; C18th),(Viscount Sidmouth; was; Prime Minister),(San Francisco Bay Area; part of; It),(It; part of; San Francisco Bay Area)."
CS615,"(San Ramon; have; 81700 residents),(city; be; 5th largest in Contra Costa County),(The airport; is; busy),(It; is; busy)"
CS616,"(It; has; one single runway),(U.S.; is; Customs and Border Protection port of entry),(Customs and Border Protection; is; port of entry),(Airport; is; busy)"
CS617,"(airport; is; single runway),(airport; has; single runway),(The airport; is in; the country),(It; is; U.S. Customs and Border Protection port of entry),(The tunnel; has length; 8580m),(The tunnel; is longest; in the country)"
CS618,(He; from; Monroe; Louisiana)
CS619,"(He; attended; Ouachita Christian School),(He; led; his team),(his team; achieve; 2a State Championship title in Football),(He; from; Monroe Louisiana)"
CS620,"(He; attended; Ouachita Christian School),(He; led; team),(He; win; State Championship title),(team; win; State Championship title),(He; from; Monroe Louisiana)"
CS621,"(He; went to; Ouachita Christian School),(He; was captain of; football team),(His team; won; 2a State Championship),(He; be; graduate),(He; be; judicial officer)"
CS622,"(He; be from; Arayamparmbil),(Arayamparmbil; be; 250 years old),(Kodungallur; Located in; Tharavadu),(Tharavadu; Be; Famous),(He; graduated; first)"
CS623,"(He; was; judicial officer),(He; is officer of; Arayamparmbil),(Arayamparmbil; is; 250 years old),(It; is; famous tharavadu of Kodungallur),(famous tharavadu; of; Kodungallur),(He; was; graduate),(He; was; judicial officer)"
CS624,"(Arayamparmbil; is; 250 year old tharavadu),(Arayamparmbil; belongs to; Kodungallur),(He; be; first graduate),(He; be; judicial officer),(He; from; Arayamparmbil),(RAAS; limit; renin production)"
CS625,"(Ang II levels; stop; feedback mechanism),(Ang II; functions; RAAS),(RAAS; functions of; Ang II)"
CS626,"(Ang II; has; negative feedback loop),(Ang II; suppress; release of renin),(Ang II levels; inhibit; feedback loop),(RAAS; functions as a negative feedback; Ang II)"
CS627,"(Lowering Ang II levels; Suppresses; Feedback Loop),(Nicola; dating; Jimmy King)"
CS628,"(Sandy; hatched; plan),(Doug; hatched; plan),(Their; worked; plan),(Nicola; moved in with; Jimmy),(Nicola; went; Mulberry Cottage),(Nicola; went; Mill Cottage),(water; flows; two paths)"
CS629,"(The two paths; join up; ),(water; passes under; Kentish Town),(water; passes under; Kings Cross),(water; runs; Farringdon Street),(water; join; Thames),(Thames; beneath; Blackfriars Bridge)1),(The water; flows; in two paths)"
CS630,"(It; joins up; Kentish Town),(It; passes under; Kings Cross)1),(It; runs down; Farringdon Street)2),(It; joins; Thames)3),(Thames; is beneath; Blackfriars Bridge),(Test; Given; Annually),(Test; Given; October),(Test; Given; November)"
CS631,"(Students; get; results),(Students; receive; results),(Results; received; in March) Those; get; offers Those; decide; mid-March They; will start; school They; will start; September(Test; Given; Each Year),(Test; Given; October),(Test; Given; November)"
CS632,"(Students; are informed of; results),(Students; receive; results),(Students; are given; results),(Those who receive offers; decide; by the middle of March),(They; decide; to start attending the school in the following September),(A press photographer; was robbed; at knifepoint in Newtownabbey)"
CS633," A bus; set alight; Newtownabbey Someone; set alight; A bus(A car; was hijacked; in north Belfast),(Press photographer; was robbed; at knifepoint),(Press photographer; was robbed; in Newtownabbey)"
CS634,"(bus; set alight; Newtownabbey),(A car; was hijacked; in north Belfast),(A press photographer; was robbed; at knifepoint),(A press photographer; was robbed; in Newtownabbey)"
CS635,"(A bus; was set alight; in Newtownabbey),(A car; was hijacked; in north Belfast),(British government; mounted; expedition),(expedition; free; captives)"
CS636,"(Battle of Magdala; resulted in; This),(Tewodros; committed; suicide),(Tewodros; used; pistol),(Tewodros; killed; himself),(Queen Victoria; gave; pistol),(Queen Victoria; gave; him),(pistol; given; him),(British government; mounted; expedition),(expedition; free; captives)"
CS637,"(Battle of Magdala; resulted in; This),(Tewodros; committed suicide; with pistol),(Queen Victoria; gave; pistol),(British government; mounted; expedition),(expedition; free; captives)"
CS638,"(Expedition; resulted in; Battle of Magdala),(Tewodros; committed; suicide),(Tewodros; shot; himself),(Tewodros; used; pistol),( Queen Victoria; give; pistol ),(Queen Victoria; give; him),( him; receive; pistol),(He; moved to; Zanesville; Ohio),(He; moved in; 1805)"
