Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS545-SIM-1,CS545,"(Other family lines,exist,null)",
CS545-SIM-2,CS545,"(His, have, heirs)",
CS545-SIM-3,CS545,"(Kahler family,lived in,Elioak),(Miller family,lived in,Elioak),(Worthington family,lived in,Elioak),(Elioak,used,no longer)",
CS546-SIM-1,CS546,"(Tyson, dominated, fight), (Tyson, extended, fight), (Fight, lasted, Round 5)",
CS547-SIM-1,CS547,"(Tyson, attacked, Bruno), (Bruno, attacked by, Tyson), (Tyson, attacked with, powerful combinations)",
CS547-SIM-2,CS547,"(round, last, minute)",
CS547-SIM-3,CS547,"(Tyson, dominate, continue)",
CS547-SIM-4,CS547,"(Tyson, dominated, fight), (Tyson, lasted, round 5)",
CS548-SIM-1,CS548,"(Tyson, attacked, Bruno), (Bruno, attacked by, Tyson), (Tyson, attacked with, powerful combinations)",
CS548-SIM-2,CS548,"(Round, Lasted for, 1 Minute)",
CS548-SIM-3,CS548,"(Tyson, continued to attack, Bruno)",
CS548-SIM-4,CS548,"(Tyson, dominate, fight), (fight, into, round 5)",
CS549-SIM-1,CS549,"(Tyson, attacked, Bruno) , (Tyson, used, powerful combinations)",
CS549-SIM-2,CS549,"(Round, have, 1 minute left)",
CS549-SIM-3,CS549,"(Tyson, attack, Bruno)",
CS549-SIM-4,CS549," (There, have, dozens of puzzles) (Dozens of puzzles, to be, solved)",
CS550-SIM-1,CS550," (These puzzles, open, 50 locked doors)  (50 locked doors, be opened by, These puzzles)",
CS550-SIM-2,CS550,"(Puzzles, need to be solved, All)",
CS550-SIM-3,CS550,"(This, is, the only way), (the only way, to find, a way off the island)",
CS550-SIM-4,CS550," (There, are, dozens of puzzles)  (Dozens, of, puzzles)",
CS551-SIM-1,CS551,"(50, need to be opened, doors) (doors, need to be opened, 50) (doors, locked, 50)",
CS551-SIM-2,CS551,"(All, must solve, puzzles)",
CS551-SIM-3,CS551,"(finding, requires, solving puzzles)",
CS551-SIM-4,CS551,"(David, grew up in, Hazel Crest, Illinois)",
CS552-SIM-1,CS552,"(He, studied, anthropology), (He, studied at, University of Iowa)",
CS552-SIM-2,CS552,"(He, attended, Army ROTC scholarship)",
CS552-SIM-3,CS552,"(He, graduated, Distinguished Military Graduate)(He, graduated, BA in 1992)",
CS552-SIM-4,CS552,"(Most people,are working for,government) (Most people,are going,overseas)",
CS553-SIM-1,CS553,"(People, no longer dependent on, farming) (People, deriving income from, farming)",
CS553-SIM-2,CS553,"(People,cultivate,land), (People,cultivate,food)",
CS553-SIM-3,CS553," (Most people, work for, government)  (Most people, go, overseas)",
CS554-SIM-1,CS554,"(Dependence on farming, has reduced, income)",
CS554-SIM-2,CS554,"(People, cultivate, land), (People, cultivate, food)",
CS554-SIM-3,CS554,"(Many people,traveling to,Middle East),(Many people,traveling to,Europe)",
CS554-SIM-4,CS554,"(breeding pair, displays, dominance behaviors)",
CS555-SIM-1,CS555,"(behavior, act, correction)(behavior, act, punishment)",
CS555-SIM-2,CS555,"(The breeding pair, is not reinforced, dominance)",
CS555-SIM-3,CS555,"(Breeding Pair, Show, Dominance Behaviors)",
CS556-SIM-1,CS556,"(behavior, do not act as, corrections)(behavior, do not act as, punishments)",
CS556-SIM-2,CS556,"(They,not reinforcing, dominance of breeding pair)",
CS556-SIM-3,CS556,"(breeding pair,shows,dominance behaviors), (pack,shows,dominance behaviors)",
CS557-SIM-1,CS557,"(Dominance behaviors, serve as, behavioral correction or punishment)",
CS557-SIM-2,CS557,"(breeding pair, reinforce, dominance behaviors)",
CS557-SIM-3,CS557,"(Operation, Failed, Objectives)",
CS558-SIM-1,CS558,"(49th Division, attacked, southwards), (49th Division, until, 1 July)",
CS558-SIM-2,CS558,"(49th Division, saw off, strong attack by Das Reich), (49th Division, saw off, 1 July)",
CS558-SIM-3,CS558,"(He, aims, bridging traditional Islamic beliefs and modern poetic techniques)",
CS559-SIM-1,CS559,"(He, is, a pioneer of Turkish literature)",
CS559-SIM-2,CS559,"(He, is, a pioneer of Turkish literature)",
CS560-SIM-1,CS560,"(He, aims at, bridging traditional Islamic beliefs and modern poetic techniques)",
CS560-SIM-2,CS560,"(He,guided,Palermo), (He,place,sixth), (Palermo,place,sixth), (Serie A campaign, place, sixth)",
CS561-SIM-1,CS561,"(Palermo, earn, UEFA Cup qualification), (UEFA Cup qualification, earn by, Palermo)",
CS561-SIM-2,CS561,"(He, chose to leave, Palermo), (He, left at the end of, season)",
CS561-SIM-3,CS561,"(He,guided,Palermo),(Palermo,finished,sixth) (sixth,in,Serie A campaign)",
CS562-SIM-1,CS562,"(they,earned,UEFA Cup qualification) (UEFA Cup qualification,was,first ever)",
CS562-SIM-2,CS562,"(He, opted to leave, club), (club, opted to be left by, He)",
CS562-SIM-3,CS562,"(He, guided, Palermo) , (Palermo, ranked, sixth) , (Serie A, campaign, sixth)",
CS563-SIM-1,CS563,"(Them,Earned,UEFA Cup Qualification)",
CS563-SIM-2,CS563,"(He, chose, to leave the club at the end of the season)",
CS563-SIM-3,CS563,"(The ore, was processed by, a crusher)",
CS564-SIM-1,CS564,"(Gullverket, constructed, Homes) (Gullverket, constructed, managers) (Gullverket, constructed, workers)",
CS564-SIM-2,CS564," (Gullverket,processed,ore)  (A large crusher, processed, ore)",
CS565-SIM-1,CS565,"(Houses, built for, managers and workers)",
CS565-SIM-2,CS565,"(Pluto, has written, 20 books)",
CS566-SIM-1,CS566,"(Pluto, graduate from, Benedictine High School), (Benedictine High School, located in, Cleveland Ohio)",
CS566-SIM-2,CS566,"(Pluto, author of, over 20 books)",
CS567-SIM-1,CS567,"(Pluto, graduate of, Benedictine High School), (Benedictine High School, location of, Cleveland Ohio)",
CS567-SIM-2,CS567,"(Mohamed A. Omaar, born, Hargeisa), (Mohamed A. Omaar, born on, 1st July 1953)",
CS568-SIM-1,CS568,"(Abdullahi Omaar, be, famous father), (Abdullahi Omaar, have, Mohamed A. Omaar)",
CS568-SIM-2,CS568,"(Mohamed A. Omaar, are younger brothers of, Raqiya Omaar), (Mohamed A. Omaar, are younger brothers of, Rageh Omaar)",
CS568-SIM-3,CS568,"(Abdullahi Omaar, is, businessman)",
CS568-SIM-4,CS568,"(Raqiya Omaar, is, advocate for human rights)",
CS568-SIM-5,CS568,"(Rageh Omaar, is, journalist)",
CS568-SIM-6,CS568,"( Mohamed A. Omaar , born in, Hargaisa ), ( Mohamed A. Omaar , born on , 1st of July 1953 )",
CS569-SIM-1,CS569,"(Abdullahi Omaar, is father to, Mohamed), (Abdullahi Omaar, is father to, Raqiya Omaar), (Abdullahi Omaar, is father to, Rageh Omaar)",
CS569-SIM-2,CS569,"(Abdullahi Omaar,is,a famous elder), (Abdullahi Omaar,is, businessman)",
CS569-SIM-3,CS569,"(Raqiya Omaar, Advocate for, Human Rights)",
CS569-SIM-4,CS569,"(Rageh Omaar, is, famous journalist)",
CS569-SIM-5,CS569,"(GSP, should be docked, after the caudal vertebrae start to curl)",
CS570-SIM-1,CS570,"(dog,fart,angle)",
CS570-SIM-2,CS570,"(tail, should not be curled, underneath)",
CS570-SIM-3,CS570,"(GSP, should be docked, after the caudal vertebrae start to curl)",
CS571-SIM-1,CS571,"(dog, fart, angle)",
CS571-SIM-2,CS571,"(tail, should not be curled under,)",
CS571-SIM-3,CS571,"(Duncan, appointed, NDP critic on the Environment), (Duncan, appointed during, 40th Canadian Parliament)",
CS572-SIM-1,CS572,"(Duncan,sat,as a member of the Standing Committee on Environment and Sustainable Development)",
CS572-SIM-2,CS572,"(Duncan, appointed, NDP critic on Environment), (NDP critic on Environment, appointed during, 40th Canadian Parliament)",
CS573-SIM-1,CS573,"(Duncan, sat, Standing Committee on Environment and Sustainable Development)",
CS573-SIM-2,CS573,"(Duncan, appointed as, NDP critic on the Environment)",
CS574-SIM-1,CS574,"(He, sat, Standing Committee on Environment and Sustainable Development)",
CS574-SIM-2,CS574,"(40th Canadian Parliament, took place during, The appointment)",
CS574-SIM-3,CS574,"(She, tried to kill, Susan Storm)",
CS575-SIM-1,CS575,"(Namor, saved, Susan Storm)",
CS575-SIM-2,CS575,"(He, took, her), (He, took, hospital), (her, taken, hospital)",
CS575-SIM-3,CS575,"(Namor, be in love with, Susan Storm)",
CS575-SIM-4,CS575,"(This Sitio, is the largest community of, Bagong Silangan)",
CS576-SIM-1,CS576,"(Feast Day,has,separate celebration), (Patron,has,separate celebration)",
CS576-SIM-2,CS576,"(Fort Rosecrans National Cemetery, is located in , San Diego, CA)",
CS577-SIM-1,CS577,"(Fort Rosecrans Military Reservation,is located on,It)",
CS577-SIM-2,CS577,"(Naval Base Point Loma, known as, Today)",
CS577-SIM-3,CS577,"(Hoppe, was captured by, British), (British, captured, Hoppe), (Hoppe, was captured in, April 1946), (April 1946, captured, Hoppe)",
CS578-SIM-1,CS578,"(He,sent_to,Camp 165), (He,sent_to,Watten), (He,sent_to,Scotland), (He,sent_in,August 1947)",
CS578-SIM-2,CS578,"(He, stayed at, Camp 165) (He, stayed until, January 1948)",
CS578-SIM-3,CS578,"(He, sent, P.O.W camp) (P.O.W camp, in, Saxony)",
CS578-SIM-4,CS578,"(The camp, was in, British zone of occupation) (The camp, was in, West Germany)",
CS578-SIM-5,CS578,"1 (Many universities, offer, degrees in actuarial science) 2 (Degrees, in, actuarial science)",
CS579-SIM-1,CS579,"(programs, have, specialized coursework schedules)",
CS579-SIM-2,CS579," (students, prepare for, actuarial exams)  (exam preparation courses, prepare, students)",
CS579-SIM-3,CS579,"(Programs, include, Insurance industry preparation)",
CS579-SIM-4,CS579," Social democracy, emerged, late 19th century  Social democracy, emerged, early 20th century",
CS580-SIM-1,CS580,"(Supporters of Marxism, believed in, socialist society through democratic means), (Supporters of Marxism, have, belief for a socialist society through democratic means), (Marxism, would create, socialist society through democratic means)",
CS580-SIM-2,CS580,"(transition, be achieved, without revolution) (The, achieve, revolution)",
CS580-SIM-3,CS580,"(Social Democracy, is, political ideology)",
CS581-SIM-1,CS581,"(19th century, emerge, late), (20th century, emerge, early)",
CS581-SIM-2,CS581,"(Supporters of Marxism,believes, socialism can be achieved through democratic means); (Supporters of Marxism, believe, democratic means can achieve socialism)",
CS581-SIM-3,CS581,"(process, seen as, evolutionary) (process, seen as, revolutionary)",
CS581-SIM-4,CS581,"(Train, reverse, terminal station)",
CS582-SIM-1,CS582,"(train, may not continue, straight line) (train, go through, station)",
CS582-SIM-2,CS582,"(train, continue, journey), (train, call, terminal station)",
CS582-SIM-3,CS582,"(The train, must reverse, out of the terminal station)",
CS583-SIM-1,CS583,"(train,may not continue,straight line) (train,continue,station)",
CS583-SIM-2,CS583,"(train, continue, journey), (train, call, terminal station)",
CS583-SIM-3,CS583,"(Santos, use, DNA) (Cabo Valdivia, use, DNA)",
CS584-SIM-1,CS584,"(They, aim to revive, population)",
CS584-SIM-2,CS584,"(Peyote, needs to be defeated, _)",
CS584-SIM-3,CS584,"(They, want, to start the infection)",
CS584-SIM-4,CS584,"(The mission, is to save, world) (We, aim to, save the world)",
CS584-SIM-5,CS584,"(Santos, use, DNA) (Cabo Valdivia, use, DNA)",
CS585-SIM-1,CS585,"(They, aim to, revive the population)",
CS585-SIM-2,CS585,"(They, want, to defeat Peyote)",
CS585-SIM-3,CS585,"(They, begin, infection) (They, save, world)",
CS585-SIM-4,CS585,"(He, be part of, Operation Cerberus)",
CS586-SIM-1,CS586,No triples can be extracted from this sentence.,
CS586-SIM-2,CS586,"(A US Navy Special Amphibious Reconnaissance Corpsman, was involved,  )",
CS586-SIM-3,CS586,"(He, be part of, Operation Cerberus)",
CS587-SIM-1,CS587,"(Operation Cerberus, was, Castle)",
CS587-SIM-2,CS587," (He, served with, former US Navy Special Amphibious Reconnaissance Corpsman)  (former US Navy Special Amphibious Reconnaissance Corpsman, served with, He)",
CS587-SIM-3,CS587,"(He, part of, Operation Cerberus)",
CS588-SIM-1,CS588,"(Castle, part of, operation)",
CS588-SIM-2,CS588,"(A US Navy Special Amphibious Reconnaissance Corpsman, be involved, )",
CS588-SIM-3,CS588," (He,involved in, mission) (Flashback,revealed,involvement)",
CS588-SIM-4,CS588,"(They, contacted by, Ner Yisrael Yeshivah)(They, living in, America)",
CS589-SIM-1,CS589,"(him,sent,Jerusalem), (his family,sent,Jerusalem)",
CS589-SIM-2,CS589,"(He,learned,Yeshivah Ohr Somayach in Jerusalem)",
CS589-SIM-3,CS589,"(They, contacted by, Ner Yisrael Yeshivah in Baltimore), (Ner Yisrael Yeshivah in Baltimore, contacted, They), (They, living in, America)",
CS590-SIM-1,CS590,"(he, be sent, to Jerusalem), (his family, be sent, to Jerusalem)",
CS590-SIM-2,CS590," (In Jerusalem, learn, Yeshivah Ohr Somayach) (He, learned, Yeshivah Ohr Somayach) (He, learned, for a number of years)  (Yeshivah Ohr Somayach, teach, He)",
CS590-SIM-3,CS590,"(house,build,1806)",
CS591-SIM-1,CS591,"(Asher Benjamin, built, house), (Asher Benjamin, built, 1806).",
CS591-SIM-2,CS591,"(house, added, National Historic Register) (house, added to, 1966)",
CS591-SIM-3,CS591,"(Baramati, be an airport, domestic)",
CS592-SIM-1,CS592,"(Baramati, has been extended, runway), (runway, is located in, Baramati)",
CS592-SIM-2,CS592," (Baramati, become, major regional airport)",
CS592-SIM-3,CS592,"(Baramati, accommodate, large aircraft)",
CS592-SIM-4,CS592," (Baramati, be considered, future domestic airport)",
CS593-SIM-1,CS593,"(Baramati, has, extended runway); (runway, extended for, larger aircraft)",
CS593-SIM-2,CS593,"(Baramati, accommodate, larger aircraft)",
CS593-SIM-3,CS593,"(Baramati, is, future domestic airport)",
CS594-SIM-1,CS594,"(runway, accommodate, larger aircraft)",
CS594-SIM-2,CS594,"(Baramati, consider, a regional future domestic airport), (a regional future domestic airport, be, Baramati)",
CS594-SIM-3,CS594,"(Baramati, has been extended, length)",
CS594-SIM-4,CS594," (Larger aircraft, can land, extended runway of Baramati)  (Larger aircraft, have capability to land, extended runway of Baramati)",
CS594-SIM-5,CS594,"(Chopra, born, Jamshedpur)",
CS595-SIM-1,CS595,"(her, parents, physicians)(parents, be, physicians)(physicians, in, Indian Army)",
CS595-SIM-2,CS595,"(Family, moved, frequently), (Childhood, impacted by, moving)",
CS595-SIM-3,CS595,"(She,considers,Bareilly), (She, real home, Bareilly)",
CS595-SIM-4,CS595,"(Konkani people, prepare, patolyos) (second Sunday, of, Shravan)",
CS596-SIM-1,CS596,"(Konkani people, prepare, patolyos) (Konkani people, celebrate,Nag Panchami) (patolyos, prepared on, Nag Panchami)",
CS596-SIM-2,CS596," (Konkani people, prepare, patolyos),  (Hartalika,eve of,Ganesh Chaturthi)",
CS596-SIM-3,CS596,"( It, be made of, grated coconut) (It, be made of, rice) (It, be made of, jaggery)",
CS596-SIM-4,CS596,"(It, is cooked by, wrapping) (It, is cooked by, steaming) (It, is cooked by, turmeric leaves)",
CS596-SIM-5,CS596,"(Konkani people, prepare, patolyos) (patolyos, prepared on, second Sunday of Shravan)",
CS597-SIM-1,CS597,"(Patolyos, made of, grated coconut) (Patolyos, made of, rice) (Patolyos, made of, jaggery)",
CS597-SIM-2,CS597,"(They,are cooked by,wrapping and steaming in turmeric leaves)",
CS597-SIM-3,CS597,"(Nag Panchami, is, also a day), (Patolyos, are prepared, Nag Panchami)",
CS597-SIM-4,CS597,"(Hartalika, is, the eve of Ganesh Chaturthi) (Hartalika, when patolyos are made, is another day )",
CS597-SIM-5,CS597,"(He, invented, Soft metric ribbon), (Soft metric ribbon, invented in, 1847)",
CS598-SIM-1,CS598,"(He,took,Esmod internationally), (He,publishing,cutting methods books)",
CS598-SIM-2,CS598,"(His cutting methods books,were published,in German and English)",
CS598-SIM-3,CS598,"(In, invent, soft metric ribbon)",
CS599-SIM-1,CS599,"(He,took,Esmod), (He,publishing,cutting methods books)",
CS599-SIM-2,CS599,"(He, published, books), (books, published in, German), (books, published in, English)",
CS599-SIM-3,CS599," (He, was released, Hamburg Opera)  (He, was hired, Hamburg Opera)",
CS600-SIM-1,CS600,"(he, gained, experience), (he, be hired, Wiesbaden), (experience, gained, two years)",
CS600-SIM-2,CS600,"(Xuanhan County,is from,Sichuan)",
CS601-SIM-1,CS601,"(Qilixia,named_after,town)",
CS601-SIM-2,CS601,"(Jenny, dropped out of, course)",
CS602-SIM-1,CS602,"(She, started, affair), (She, started, Robert Weston), (affair, started, She), (affair, started, Robert Weston)",
CS602-SIM-2,CS602,"(Robert Weston, was married, NULL)",
CS602-SIM-3,CS602,"(Jenny, moved in with, Robert Weston)",
CS602-SIM-4,CS602,"(A Torricellian chamber, is a, cave chamber) (A Torricellian chamber, is full of, water) (A Torricellian chamber, has pressure, less than atmospheric pressure)",
CS603-SIM-1,CS603,"(water, drops, level), (water, prevents, air)",
CS603-SIM-2,CS603,"(Cave diving, involves, caves) (Caves, have, water) (Water, at, less than atmospheric pressure)",
CS603-SIM-3,CS603," (A Torricellian chamber, is formed, when water has no access to air)  (Water, has no access to, air)",
CS603-SIM-4,CS603,"(A Torricellian chamber, is formed, when water levels drop)",
CS604-SIM-1,CS604,"(Cave chamber, filled with, water), (Cave chamber, at pressure of, less than atmospheric pressure)",
CS604-SIM-2,CS604,"(chamber,have,no air) (air,cannot, get into chamber)",
CS604-SIM-3,CS604,"(Torricellian chamber, is known as, In cave diving), (In cave diving, is known for, Torricellian chamber)",
CS604-SIM-4,CS604,"(A Torricellian chamber, is, a cave chamber)(A Torricellian chamber, has, water)(A Torricellian chamber, has, lower pressure than the atmosphere)",
CS605-SIM-1,CS605,"(Water, create, Torricellian chamber) (Water levels, dropping, create) (Torricellian Chamber, have, no air)",
CS605-SIM-2,CS605,"(Cave diving, require, entering a Torricellian chamber)",
CS605-SIM-3,CS605,"(Pu,borrows,folk tradition)",
CS606-SIM-1,CS606,"(Pu,puts,captivating stories) , (captivating stories,to,paper)",
CS606-SIM-2,CS606,"(Reality,blurred from, Odd) (Odd,blurred from, Reality)",
CS606-SIM-3,CS606," (The Kintetsu Buffaloes, signed, an American player)",
CS607-SIM-1,CS607,"(Glenn Mickens,played,minor leagues in 1958), (Ron Bottler, played, minor leagues in 1958)",
CS607-SIM-2,CS607," (Kintetsu Buffaloes, signed, Glenn Mickens) (Kintetsu Buffaloes, signed, Ron Bottler) (Glenn Mickens, signed for, 1959 season) (Ron Bottler, signed for, 1959 season)",
CS607-SIM-3,CS607,"(Pugh, born, British West Indies)",
CS608-SIM-1,CS608,"(His,father,Wesleyan minister)",
CS608-SIM-2,CS608,"(He,came to,Brisbane), (He,came from,London), (He,arrived in,1855)",
CS608-SIM-3,CS608,"(Pugh, was born in, British West Indies)",
CS609-SIM-1,CS609,"(He, be, son of Wesleyan minister)",
CS609-SIM-2,CS609,"(He,came to, Brisbane)(He, came from, London)(He, came in, 1855)",
CS609-SIM-3,CS609,"(Pugh,born_in,British West Indies)",
CS610-SIM-1,CS610,"(He,was,son of a Wesleyan minister), (He,son of,Wesleyan minister)",
CS610-SIM-2,CS610,"(He,moved,Brisbane),(He,from,London),(He,in,1855)",
CS610-SIM-3,CS610,"(Hyder, suffer, torn Achilles), (Lions, have, first 2017 preseason game)",
CS611-SIM-1,CS611,"(Hyder,ended,2017 season) (Hyder,due to,torn Achilles)",
CS611-SIM-2,CS611,"(Hyder,suffered, torn Achilles) (Lions, first 2017 preseason game, torn Achilles)",
CS612-SIM-1,CS612,"(His, end, 2017 season)",
CS612-SIM-2,CS612,"(Bulmerhe Court,belonged to,Abbey of Reading)",
CS613-SIM-1,CS613,"(Henry Addington,became home of, Viscount Sidmouth and Prime Minister), (Henry Addington,be Prime Minister in, 18th century), (Viscount Sidmouth,become home of, Henry Addington)",
CS613-SIM-2,CS613,"(Bulmerhe Court,belonged to,Abbey of Reading)",
CS614-SIM-1,CS614,"(Henry Addington, became the home of, C18th)",
CS614-SIM-2,CS614,"(Viscount Sidmouth, was, Prime Minister)",
CS614-SIM-3,CS614," (San Francisco Bay Area, part of, It), (It, part of, San Francisco Bay Area).",
CS615-SIM-1,CS615,"(San Ramon,have,81,700 residents)",
CS615-SIM-2,CS615,"(city, be, 5th largest in Contra Costa County)",
CS615-SIM-3,CS615," (The airport, is, busy),  (It, is, busy)",
CS616-SIM-1,CS616,"(It, has, one single runway)",
CS616-SIM-2,CS616,"(U.S., is, Customs and Border Protection port of entry), (Customs and Border Protection, is, port of entry)",
CS616-SIM-3,CS616,"(Airport, is, busy)",
CS617-SIM-1,CS617,"(airport, is, single runway) (airport, has, single runway)",
CS617-SIM-2,CS617," (The airport, is in, the country)",
CS617-SIM-3,CS617," (It, is, U.S. Customs and Border Protection port of entry)  (U.S. Customs and Border Protection port of entry, is, a)",
CS617-SIM-4,CS617,"(The tunnel, has length, 8,580m), (The tunnel, is longest, in the country)",
CS618-SIM-1,CS618,"(He, from, Monroe, Louisiana)",
CS619-SIM-1,CS619,"(He, attended, Ouachita Christian School)",
CS619-SIM-2,CS619,"(He, led, his team) , (his team, achieve, 2a State Championship title in Football)",
CS619-SIM-3,CS619,"(He, from, Monroe Louisiana)",
CS620-SIM-1,CS620,"(He, attended, Ouachita Christian School)",
CS620-SIM-2,CS620,"(He,led,team), (He,win,State Championship title), (team,win,State Championship title)",
CS620-SIM-3,CS620,"(He, from, Monroe Louisiana)",
CS621-SIM-1,CS621,"(He, went to, Ouachita Christian School)",
CS621-SIM-2,CS621,"(He, was captain of, football team)",
CS621-SIM-3,CS621,"(His team, won, 2a State Championship)",
CS621-SIM-4,CS621,"(He, be, graduate), (He, be, judicial officer)",
CS622-SIM-1,CS622,"(He, be_from, Arayamparmbil)",
CS622-SIM-2,CS622,"(Arayamparmbil, be, 250 years old)",
CS622-SIM-3,CS622,"(Kodungallur,Located in,Tharavadu) (Tharavadu,Be,Famous)",
CS622-SIM-4,CS622,"(He, graduated, first)",
CS623-SIM-1,CS623,"(He, was, judicial officer), (He, of, Arayamparmbil)",
CS623-SIM-2,CS623,"(Arayamparmbil, is, 250 years old)",
CS623-SIM-3,CS623," (It,is,famous tharavadu of Kodungallur) (famous tharavadu,of,Kodungallur)",
CS623-SIM-4,CS623,"(He, was, graduate) , (He, was, judicial officer)",
CS624-SIM-1,CS624,"(Arayamparmbil,is,250 year old tharavadu), (Arayamparmbil,belongs to,Kodungallur)",
CS624-SIM-2,CS624,"(He, be, first graduate), (He, be, judicial officer), (He, from, Arayamparmbil)",
CS624-SIM-3,CS624,"(RAAS, limit, renin production)",
CS625-SIM-1,CS625,"(Ang II levels,stop,feedback mechanism)",
CS625-SIM-2,CS625," (Ang II, functions, RAAS),  (RAAS, functions of, Ang II)",
CS626-SIM-1,CS626,"(Ang II,has,negative feedback loop) (Ang II,suppress,release of renin)",
CS626-SIM-2,CS626,"(Ang II levels, inhibit, feedback loop)",
CS626-SIM-3,CS626,"(RAAS, functions as a negative feedback, Ang II)",
CS627-SIM-1,CS627,"(Lowering Ang II levels,Suppresses,Feedback Loop)",
CS627-SIM-2,CS627,"(Nicola,dating,Jimmy King)",
CS628-SIM-1,CS628,"(Sandy, hatched, plan), (Doug, hatched, plan)",
CS628-SIM-2,CS628,"(Their, worked, plan)",
CS628-SIM-3,CS628,"(Nicola, moved in with, Jimmy)",
CS628-SIM-4,CS628,"(Nicola,went,Mulberry Cottage), (Nicola,went,Mill Cottage)",
CS628-SIM-5,CS628,"(water,flows,two paths)",
CS629-SIM-1,CS629,"(The two paths, join up, )",
CS629-SIM-2,CS629,"(water, passes under, Kentish Town) (water, passes under, Kings Cross)",
CS629-SIM-3,CS629,"(water, runs, Farringdon Street)",
CS629-SIM-4,CS629,"(water, join, Thames)(Thames, beneath, Blackfriars Bridge)",
CS629-SIM-5,CS629,"1) (The water, flows, in two paths)",
CS630-SIM-1,CS630,"(It, joins up, Kentish Town) (It, passes under, Kings Cross)",
CS630-SIM-2,CS630,"1) (It, runs down, Farringdon Street)2) (It, joins, Thames)3) (Thames, is beneath, Blackfriars Bridge)",
CS630-SIM-3,CS630,"(Test,Given,Annually), (Test, Given, October), (Test, Given, November)",
CS631-SIM-1,CS631,"(Students,get,results) (Students,receive,results) (Results,received,in March)",
CS631-SIM-2,CS631," Those, get, offers Those, decide, mid-March They, will start, school They, will start, September",
CS631-SIM-3,CS631,"(Test, Given, Each Year), (Test, Given, October), (Test, Given, November)",
CS632-SIM-1,CS632,"(Students,are informed of,results), (Students,receive,results), (Students,are given,results)",
CS632-SIM-2,CS632,"(Those who receive offers, decide, by the middle of March)",
CS632-SIM-3,CS632,"(They, decide, to start attending the school in the following September)",
CS632-SIM-4,CS632,"(A press photographer, was robbed, at knifepoint in Newtownabbey)",
CS633-SIM-1,CS633," A bus, set alight, Newtownabbey Someone, set alight, A bus",
CS633-SIM-2,CS633,"(A car, was hijacked, in north Belfast)",
CS633-SIM-3,CS633,"(Press photographer, was robbed, at knifepoint), (Press photographer, was robbed, in Newtownabbey)",
CS634-SIM-1,CS634,"(bus,set alight,Newtownabbey)",
CS634-SIM-2,CS634,"(A car, was hijacked, in north Belfast)",
CS634-SIM-3,CS634,"(A press photographer, was robbed, at knifepoint), (A press photographer, was robbed, in Newtownabbey)",
CS635-SIM-1,CS635,"(A bus, was set alight, in Newtownabbey)",
CS635-SIM-2,CS635,"(A car, was hijacked, in north Belfast)",
CS635-SIM-3,CS635,"(British government,mounted,expedition), (expedition,free,captives)",
CS636-SIM-1,CS636,"(Battle of Magdala, resulted in, This)",
CS636-SIM-2,CS636,"(Tewodros, committed, suicide) (Tewodros, used, pistol) (Tewodros, killed, himself)",
CS636-SIM-3,CS636," (Queen Victoria, gave, pistol) (Queen Victoria, gave, him) (pistol, given, him)",
CS636-SIM-4,CS636,"(British government, mounted, expedition), (expedition, free, captives)",
CS637-SIM-1,CS637,"(Battle of Magdala, resulted in, This)",
CS637-SIM-2,CS637,"(Tewodros, committed suicide, with pistol), (Queen Victoria, gave, pistol)",
CS637-SIM-3,CS637," (British government, mounted, expedition) (expedition, free, captives)",
CS638-SIM-1,CS638,"(Expedition,resulted in,Battle of Magdala)",
CS638-SIM-2,CS638,"(Tewodros, committed, suicide), (Tewodros, shot, himself), (Tewodros, used, pistol)",
CS638-SIM-3,CS638,"( Queen Victoria, give, pistol ), (Queen Victoria, give, him), ( him, receive, pistol)",
CS638-SIM-4,CS638,"(He, moved to, Zanesville, Ohio), (He, moved in, 1805)",
CS639-SIM-1,CS639,"(Pres., is, President)",
CS639-SIM-2,CS639," (Thomas Jefferson, appointed, receiver of the land office at Zanesville) (he, appointed by, Thomas Jefferson)",
CS639-SIM-3,CS639,"(He,served_from,1805)(He,served_until,December 1826)",
CS639-SIM-4,CS639,"(He, resigned, in favor of his son Bernard); (He, favor of, son Bernard); (His son Bernard, favored by, He)",
CS639-SIM-5,CS639,"(He, move, Zanesville, Ohio), (He, move_in, 1805)",
CS640-SIM-1,CS640,"(Pres., is, President)",
CS640-SIM-2,CS640," (Thomas Jefferson, appointed, receiver of the land office at Zanesville)  (receiver of the land office at Zanesville, appointed by, Thomas Jefferson)",
CS640-SIM-3,CS640,"(He, served, 1805) (He, served, December 1826)",
CS640-SIM-4,CS640,"(He,resigned,in favor of his son Bernard), (his son Bernard, be in favor of , He)",
CS640-SIM-5,CS640,"(One, responded, practitioner)",
CS641-SIM-1,CS641,"(results, were not statistically significant, None)",
CS641-SIM-2,CS641,"(practitioner, correctly identified, 11 of 20 subjects)",
CS641-SIM-3,CS641,"(Some subjects, suffered from, chronic pain)",
CS641-SIM-4,CS641,"(Some subjects, did not have, chronic medical conditions)",
CS641-SIM-5,CS641,N/A,
CS642-SIM-1,CS642,"(Results,were not statistically significant,null)",
CS642-SIM-2,CS642," (11,identified_as_having,chronic pain)  (practitioner, identified, 11)  (20,subjects_of,practitioner)",
